Start Time,End Time,Duration (mins)
2025-02-04 14:04:16,2025-02-04 14:04:17,0.015485866666666665
2025-02-04 14:04:17,2025-02-04 14:04:22,0.08718669999999999
2025-02-04 14:04:22,2025-02-04 14:04:22,0.0008372
